Ticker, Company Name, Price, cash_price, cash_delta, inventory_price, cash_inventory_price, tangible_price, current_price, current_delta, asset_price, asset_delta
A,Agilent Technologies,127.98,4.696112843270288,-123.28388715672972,2.34642695846954,7.042539801739827,1.4339275857313856,6.348388493192589,-121.63161150680742,15.880748011975093,-112.09925198802492
AA,Alcoa Corp,21.66,9.336867990444512,-12.323132009555488,7.518975490000822,16.855843480445333,18.259600707119308,9.412165312948096,-12.247834687051904,18.259600707119308,-3.4003992928806923
AAP,Advance Auto Parts Inc,152.81,15.74257250498747,-137.06742749501254,64.36226764432074,80.10484014930822,30.726772751340924,26.357293503976205,-126.4527064960238,55.45191309898959,-97.35808690101041
AAT,American Assets Trust Inc,30.08,2.576633262129649,-27.50336673787035,0.0,2.576633262129649,21.20489201843527,0.5081869860703019,-29.571813013929695,21.24878504161601,-8.831214958383988
ABB,ABB Ltd.,29.52,3.8964125010594755,-25.623587498940523,2.140997494071743,6.037409995131219,1.8444310596279407,3.101725150287047,-26.41827484971295,7.722719095376403,-21.797280904623598
ABBV,Abbvie Inc,104.44,4.5030401731966,-99.9369598268034,1.9677435926647782,6.470783765861378,-57.87341215801124,-0.663844412954266,-105.10384441295426,8.649235653422902,-95.79076434657709
ABC,Amerisource Bergen Corp.,105.18,23.892384278635497,-81.28761572136452,64.3798830665322,88.27226734516769,-45.27896694847712,-1.681581134714321,-106.86158113471433,-3.4059650870284064,-108.58596508702841
ABEV,Ambev S.A.,2.79,2.5226139973919017,-0.2673860026080983,1.1213136105787387,3.64392760797064,3.69008710372522,1.0141858301866074,-1.7758141698133927,10.665807383632627,7.875807383632627
ABG,Asbury Automotive Group Inc,157.99,0.21259442562897357,-157.77740557437104,42.97000012651961,43.182594552148586,-9.260820589593825,4.423001099061328,-153.56699890093867,42.09888150443015,-115.89111849556986
ABM,ABM Industries Inc.,41.24,5.904851010363148,-35.335148989636856,0.0,5.904851010363148,-6.150511985933812,6.817092072085917,-34.42290792791408,22.47648133193786,-18.763518668062144
ABR,Arbor Realty Trust Inc.,15.35,0.0,-15.35,0.0,0.0,8.583826360277362,9.454661304828853,-5.895338695171146,10.273193281415963,-5.076806718584036
ABT,Abbott Laboratories,128.23,2.669319878470103,-125.56068012152988,2.906856058735568,5.576175937205671,-4.0398077213793995,4.024573809580902,-124.20542619041909,17.708576137320367,-110.52142386267963
ACC,American Campus Communities Inc.,43.46,0.3229552038121691,-43.13704479618783,0.0,0.3229552038121691,22.908429110475407,0.0170527090226363,-43.442947290977365,22.908429110475407,-20.551570889524594
ACCO,Acco Brands Corporation,9,0.9079668984052873,-8.092033101594712,3.1800006173751614,4.0879675157804485,-7.672214467876845,3.1186229016321465,-5.881377098367853,7.674330940833501,-1.3256690591664988
ACI,Albertsons Companies Inc,16.49,3.9440791145366463,-12.545920885463353,9.96276833136592,13.906847445902565,-0.6141344256010169,1.8192040749965064,-14.670795925003492,6.387943178916768,-10.10205682108323
ACM,AECOM,56.02,7.072893176909906,-48.947106823090095,0.0,7.072893176909906,-4.591929400130584,6.088190207037841,-49.93180979296216,19.68839971807756,-36.33160028192245
ACN,Accenture plc,257.47,13.124625520958174,-244.34537447904185,0.0,13.124625520958174,14.79136345394322,8.783370806509707,-248.68662919349032,27.084479688743812,-230.38552031125622
ACRE,Ares Commercial Real Estate Corp,13.11,0.0,-13.11,0.0,0.0,14.034743262628597,12.585455202550019,-0.5245447974499804,14.034743262628597,0.9247432626285974
ADC,Agree Realty Corp.,65.07,0.24516221966724813,-64.82483778033274,0.0,0.24516221966724813,30.675633256179292,-0.7472990962252632,-65.81729909622526,37.7126636474477,-27.357336352552295
ADM,Archer Daniels Midland Co.,55.72,1.7047163031897719,-54.01528369681023,15.756038236865802,17.460754540055575,25.25965180475393,15.930465959871507,-39.789534040128494,34.74528313315693,-20.974716866843067
ADPT,Adaptive Biotechnologies Corp,66.5,6.105617041190404,-60.394382958809594,0.07849535919219736,6.184112400382601,4.7189485581731,5.677504405000023,-60.82249559499998,5.666690821147074,-60.83330917885293
ADS,Alliance Data System,83.18,64.50509095492323,-18.674909045076774,4.249490789260145,68.75458174418338,5.5297860911526255,119.3608204283164,36.180820428316395,27.71388815520448,-55.46611184479553
ADT,ADT Inc,9.33,0.6430584131575406,-8.68694158684246,0.2632985042314917,0.9063569173890323,-10.67600365870048,-0.0913635837300221,-9.421363583730022,4.123594846062741,-5.206405153937259
AEE,Ameren Corp.,73.28,0.03236154604017691,-73.24763845395982,2.0792293330813663,2.111590879121543,31.61723048125284,-1.5371734369084031,-74.8171734369084,33.279804909066925,-40.000195090933076
AEL,American Equity Investment Life Holding Co,29.82,0.0,-29.82,0.0,0.0,66.49536287482775,60.100090382179566,30.280090382179566,66.49566716631692,36.67566716631692
AEM,Agnico Eagle Mines Ltd,66.68,1.3205996115916838,-65.35940038840832,2.676666419977629,3.9972660315693127,20.849975909825602,2.763861917458275,-63.916138082541735,22.524931221363012,-44.155068778636995
AEO,American Eagle Outfitters Inc.,24.62,4.166198611482152,-20.45380138851785,3.3695219521231237,7.535720563605276,6.121722541604279,3.691387867244201,-20.9286121327558,6.4277927225147184,-18.19220727748528
AEP,American Electric Power Company Inc.,78.61,1.2464056798870011,-77.363594320113,2.553046578504601,3.799452258391602,40.92247799873381,-9.486543311116678,-88.09654331111668,41.1742974750323,-37.4357025249677
AER,Aercap Holdings N.V.,43.62,24.656839734656984,-18.963160265343014,0.0,24.656839734656984,65.21673095322772,29.50462120669258,-14.115378793307418,66.96412343952971,23.344123439529717
AES,AES Corp.,28.53,2.840041404886965,-25.689958595113037,0.7126414112845005,3.552682816171466,0.49764621758474614,0.16237399244456974,-28.36762600755543,4.316441965818146,-24.213558034181855
AFG,American Financial Group Inc,108.04,0.0,-108.04,0.0,0.0,68.15652210360113,43.95226302913424,-64.08773697086576,70.54010042349393,-37.49989957650608
AFL,Aflac Inc.,46.92,0.0,-46.92,0.0,0.0,46.23705581493402,32.251624110573914,-14.668375889426088,46.23705581493402,-0.6829441850659848
AG,First Majestic Silver Corporation,17.41,0.504083952222542,-16.90591604777746,0.19615253685185544,0.7002364890743974,2.90589042432458,0.5146937325180498,-16.89530626748195,2.90589042432458,-14.50410957567542
AGCO,AGCO Corp.,118.6,6.82247435737632,-111.77752564262367,27.46479843553587,34.28727279291219,14.34188249450811,14.515448378355256,-104.08455162164474,37.51292798810225,-81.08707201189775
AGM,Federal Agricultural Mortgage Corp.,84.1,0.0,-84.1,0.0,0.0,61.612871650795974,97.88872483395005,13.788724833950056,101.07050464692162,16.970504646921626
AGO,Assured Guaranty Ltd,39.43,0.0,-39.43,0.0,0.0,78.49647143324928,59.537525471442905,20.107525471442905,81.04578139939296,41.615781399392965
AGRO,Adecoagro S.A.,8.2,2.0178236433802317,-6.182176356619768,1.4089466678566747,3.4267703112369063,6.770533295811072,1.7437004664518105,-6.456299533548188,7.031777056276132,-1.1682229437238671
AGX,Argan,44.87,28.24925912855532,-16.620740871444678,0.0,28.24925912855532,18.90736686605308,17.704942565533432,-27.165057434466565,20.963903752773508,-23.90609624722649
AHC,A.H. Belo Corp,2.26,2.279352991921374,0.019352991921374407,0.10886241416921928,2.3882154060905934,2.62431274661666,3.0760231324710925,0.8160231324710927,2.6310704522488906,0.3710704522488908
AHH,Armada Hoffler Properties Inc,11.91,1.2700477553421872,-10.639952244657813,0.0,1.2700477553421872,5.009558973979409,1.978422289264747,-9.931577710735253,8.963072177839758,-2.9469278221602426
AHT,Ashford Hospitality Trust Inc,3.4,1.779280885737418,-1.6207191142625819,0.0399354319642182,1.8192163177016363,-2.4363949912757836,0.5867592762516026,-2.813240723748397,-2.4215551994489055,-5.821555199448905
AIG,American International Group Inc,41.4,0.0,-41.4,0.0,0.0,73.8492159771051,65.54302184083105,24.143021840831047,74.41217072222709,33.01217072222709
AIN,Albany International Corp.,73.63,7.013159609120521,-66.61684039087947,3.684267100977199,10.69742671009772,16.750521172638436,16.3428664495114,-57.28713355048859,24.32602605863192,-49.30397394136807
AIR,AAR Corp.,38.39,3.116824003942386,-35.27317599605762,16.575836748239052,19.692660752181435,22.047279613341548,17.95007278634092,-20.43992721365908,25.521121639553698,-12.868878360446303
AIT,Applied Industrial Technologies Inc.,79.47,7.436512616409653,-72.03348738359034,9.367443579975157,16.80395619638481,0.7434323702644975,18.688919970892083,-60.78108002910791,22.679902058212438,-56.790097941787565
AIV,Apartment Investment & Management Co.,4.9,1.467533730485356,-3.432466269514644,0.0,1.467533730485356,13.632439080992345,-0.8236434099186755,-5.723643409918676,13.632439080992345,8.732439080992345
AIZ,Assurant Inc,128.13,0.0,-128.13,0.0,0.0,51.496624587632596,-114.39401880124592,-242.52401880124592,101.0293011011673,-27.10069889883269
AJG,Arthur J. Gallagher & Co.,116.68,0.0,-116.68,0.0,0.0,-12.081655827397544,-16.91338907814597,-133.59338907814598,31.930422215340148,-84.74957778465986
AKR,Acadia Realty Trust,17.96,0.0,-17.96,0.0,0.0,15.576348073864565,-20.40850486766818,-38.36850486766818,16.845507777074918,-1.114492222925083
AL,Air Lease Corp,43.1,10.88575240827153,-32.21424759172847,0.0,10.88575240827153,52.53366559878858,6.332157913348191,-36.76784208665181,52.53454449632342,9.434544496323419
ALB,Albemarle Corp.,164.64,6.019550581984146,-158.62044941801585,7.099930414542977,13.119480996527123,18.673353720568713,5.26675629834383,-159.37324370165615,35.36659268219309,-129.2734073178069
ALE,Allete,65.24,1.5199648830391832,-63.72003511696081,1.4391566234345685,2.9591215064737515,43.88658099003009,-7.020698554696176,-72.26069855469618,43.88658099003009,-21.353419009969905
ALEX,Alexander & Baldwin Inc.,17.4,1.6184238384460854,-15.781576161553913,0.26674278464568274,1.885166623091768,14.301835935303238,1.5852537512362594,-15.81474624876374,15.343929508478599,-2.0560704915213996
ALG,Alamo Group Inc.,149.5,7.872067020530173,-141.62793297946982,20.5002043462834,28.372271366813575,18.205633391403314,34.4694930570667,-115.0305069429333,50.94666414688689,-98.55333585311311
ALK,Alaska Air Group Inc.,57.56,22.666297644569777,-34.89370235543022,0.4528407663560141,23.119138410925792,14.628374041750527,-7.083723416569078,-64.64372341656907,31.221753551795903,-26.3382464482041
ALL,Allstate Corp (The),104.43,0.0,-104.43,0.0,0.0,74.81549539838825,53.83992593815175,-50.590074061848256,89.6608576661066,-14.769142333893413
ALLE,Allegion plc,118.26,4.6599803355131515,-113.60001966448685,3.1464917350538792,7.806472070567031,-4.998967014151553,6.865566738192494,-111.3944332618075,8.95598458979597,-109.30401541020403
ALLY,Ally Financial Inc,42.01,0.0,-42.01,0.0,0.0,36.71989639340002,4.745126471583016,-37.264873528416985,37.78447380923432,-4.225526190765677
ALSN,Allison Transmission Holdings Inc,42.51,2.2277288840102516,-40.282271115989744,1.5709482568518507,3.798677140862102,-20.342448614149387,2.911135752810209,-39.59886424718979,6.621058754867121,-35.88894124513288
ALV,Autoliv Inc.,94.27,16.905681787254252,-77.36431821274574,8.172892421091829,25.07857420834608,7.956490534346752,9.33390571823208,-84.93609428176792,24.042364115730766,-70.22763588426923
ALX,Alexander`s Inc.,268.28,70.3985871176299,-197.88141288237006,0.0,70.3985871176299,40.826152421342826,94.5560169874826,-173.72398301251738,40.826152421342826,-227.45384757865713
AMC,AMC Entertainment Holdings Inc,5.59,1.4546957917812424,-4.135304208218757,0.0,1.4546957917812424,-18.828546393263316,-3.4099545289038167,-8.999954528903817,-8.250238085907448,-13.840238085907448
AME,Ametek Inc,121.75,5.671609400437935,-116.07839059956207,2.5416876361159657,8.213297036553902,-4.907164091155235,5.387715540525668,-116.36228445947434,24.793843349981277,-96.95615665001873
AMG,Affiliated Managers Group Inc.,147.9,26.91956552425286,-120.98043447574715,0.0,26.91956552425286,-18.18961060851776,24.49457804765978,-123.40542195234022,62.804971109691245,-85.09502889030875
AMH,American Homes 4 Rent,32.48,1.0005700792128858,-31.479429920787112,0.0,1.0005700792128858,17.895670856166287,0.5202420734021731,-31.959757926597824,18.27787070659974,-14.202129293400258
AMP,Ameriprise Financial Inc,218.08,0.0,-218.08,0.0,0.0,51.424914276693706,1.3392346226664917,-216.74076537733353,51.424914276693706,-166.6550857233063
