Ticker, Company Name, Price, cash_price, cash_delta, inventory_price, cash_inventory_price, tangible_price, current_price, current_delta, asset_price, asset_delta
ABEV,Ambev S.A.,2.79,2.5226139973919017,-0.2673860026080983,1.1213136105787387,3.64392760797064,3.69008710372522,1.0141858301866074,-1.7758141698133927,10.665807383632627,7.875807383632627
ACRE,Ares Commercial Real Estate Corp,13.11,0.0,-13.11,0.0,0.0,14.034743262628597,12.585455202550019,-0.5245447974499804,14.034743262628597,0.9247432626285974
ADS,Alliance Data System,83.18,64.50509095492323,-18.674909045076774,4.249490789260145,68.75458174418338,5.5297860911526255,119.3608204283164,36.180820428316395,27.71388815520448,-55.46611184479553
AEL,American Equity Investment Life Holding Co,29.82,0.0,-29.82,0.0,0.0,66.49536287482775,60.100090382179566,30.280090382179566,66.49566716631692,36.67566716631692
AER,Aercap Holdings N.V.,43.62,24.656839734656984,-18.963160265343014,0.0,24.656839734656984,65.21673095322772,29.50462120669258,-14.115378793307418,66.96412343952971,23.344123439529717
AGM,Federal Agricultural Mortgage Corp.,84.1,0.0,-84.1,0.0,0.0,61.612871650795974,97.88872483395005,13.788724833950056,101.07050464692162,16.970504646921626
AGO,Assured Guaranty Ltd,39.43,0.0,-39.43,0.0,0.0,78.49647143324928,59.537525471442905,20.107525471442905,81.04578139939296,41.615781399392965
AHC,A.H. Belo Corp,2.26,2.279352991921374,0.019352991921374407,0.10886241416921928,2.3882154060905934,2.62431274661666,3.0760231324710925,0.8160231324710927,2.6310704522488906,0.3710704522488908
AIG,American International Group Inc,41.4,0.0,-41.4,0.0,0.0,73.8492159771051,65.54302184083105,24.143021840831047,74.41217072222709,33.01217072222709
AIV,Apartment Investment & Management Co.,4.9,1.467533730485356,-3.432466269514644,0.0,1.467533730485356,13.632439080992345,-0.8236434099186755,-5.723643409918676,13.632439080992345,8.732439080992345
AL,Air Lease Corp,43.1,10.88575240827153,-32.21424759172847,0.0,10.88575240827153,52.53366559878858,6.332157913348191,-36.76784208665181,52.53454449632342,9.434544496323419
AMX,America Movil S.A.B.DE C.V.,13.82,10.412317630319055,-3.407682369680945,4.462276255214238,14.874593885533292,-7.367870451599569,-16.821338175469744,-30.641338175469745,29.151355618686548,15.331355618686548
ANH,Anworth Mortgage Asset Corp.,2.74,0.0,-2.74,0.0,0.0,3.0690712886014984,2.9746843384387143,0.23468433843871406,4.22328482255626,1.4832848225562598
AR,Antero Resources Corp,9,0.0,-9.0,0.0,0.0,21.096832421412664,-1.911598920385975,-10.911598920385975,21.096832421412664,12.096832421412664
ARC,ARC Document Solutions Inc,2.35,1.1477094701442903,-1.2022905298557098,0.23942721495878863,1.387136685103079,0.5673800322490357,0.7539609051515996,-1.5960390948484005,3.341744595452702,0.991744595452702
ARES,Ares Management Corp,51.44,8.57903309360641,-42.860966906393585,0.0,8.57903309360641,5.8638668760873385,73.4623609772838,22.022360977283796,7.941023575399333,-43.49897642460066
ARI,Apollo Commercial Real Estate Finance Inc,12.87,0.0,-12.87,0.0,0.0,16.235103786140574,16.23478916079947,3.3647891607994698,16.235590025304102,3.365590025304103
ARL,American Realty Investors Inc.,9.75,2.062001830834585,-7.6879981691654145,0.0,2.062001830834585,15.51039702505633,-14.37662732864431,-24.12662732864431,15.510709582176142,5.760709582176142
ARR,ARMOUR Residential REIT Inc,12.08,0.0,-12.08,0.0,0.0,13.784363717343176,13.784440961094562,1.7044409610945621,13.784440961094562,1.7044409610945621
ASB,Associated Banc-Corp.,18.99,0.0,-18.99,0.0,0.0,16.749559702517075,10.94644522441251,-8.043554775587488,26.767533829881508,7.777533829881509
AVT,Avnet Inc.,38.9,3.7839374748455077,-35.11606252515449,28.31843332060133,32.10237079544684,30.537568821303573,36.47989094528365,-2.420109054716349,39.3214763329684,0.42147633296840326
AXR,AMREP Corp.,8.97,2.1427293718602227,-6.827270628139778,7.363413291968042,9.506142663828264,11.200034956584195,8.872144927813288,-0.09785507218671263,11.200034956584195,2.230034956584195
AXS,Axis Capital Holdings Ltd,50.58,0.0,-50.58,0.0,0.0,52.081010863041506,52.40805816468127,1.8280581646812735,62.45047505052588,11.870475050525883
BBVA,Banco Bilbao Vizcaya Argentaria.,5.32,0.0,-5.32,0.0,0.0,6.819046221469476,5.871545838058931,0.5515458380589306,7.5879223684086785,2.2679223684086782
BCH,Banco de Chile,22.13,0.0,-22.13,0.0,0.0,1881.7035154826822,6179.926782020465,6157.796782020465,1913.3656178992571,1891.235617899257
BH,Biglari Holdings Inc.,121,57.16122669966742,-63.83877330033258,1.4057545053755125,58.56698120504293,223.60681413875784,-70.2214981823807,-191.22149818238069,260.1796349292289,139.17963492922888
